,initialWindForecast,latestWindForecast,settlementDate,settlementPeriod,windOutturn
2018111104,NULL,NULL,2018-11-11,4,4923
2018111105,5971,4731,2018-11-11,5,5182
2018111106,NULL,NULL,2018-11-11,6,5320
2018111107,5951,4745,2018-11-11,7,5245
2018111108,NULL,NULL,2018-11-11,8,5184
2018111109,5862,4747,2018-11-11,9,5037
2018111110,NULL,NULL,2018-11-11,10,5365
2018111111,5769,4878,2018-11-11,11,5224
2018111112,NULL,NULL,2018-11-11,12,5115
2018111113,5672,4973,2018-11-11,13,5119
2018111114,NULL,NULL,2018-11-11,14,5146
2018111115,5661,5052,2018-11-11,15,5275
2018111116,NULL,NULL,2018-11-11,16,5322
2018111117,5647,5200,2018-11-11,17,5369
2018111118,NULL,NULL,2018-11-11,18,5518
2018111119,5630,5305,2018-11-11,19,5498
2018111120,NULL,NULL,2018-11-11,20,5568
2018111121,5627,5440,2018-11-11,21,5870
2018111122,NULL,NULL,2018-11-11,22,5794
2018111123,5626,5639,2018-11-11,23,6134
2018111124,NULL,NULL,2018-11-11,24,6446
2018111125,5627,5828,2018-11-11,25,6813
2018111126,NULL,NULL,2018-11-11,26,6867
2018111127,5651,5847,2018-11-11,27,6997
2018111128,NULL,NULL,2018-11-11,28,6913
2018111129,5668,5859,2018-11-11,29,6733
2018111130,NULL,NULL,2018-11-11,30,6730
2018111131,5675,5798,2018-11-11,31,6446
2018111132,NULL,NULL,2018-11-11,32,6438
2018111133,5818,5792,2018-11-11,33,6600
2018111134,NULL,NULL,2018-11-11,34,6511
2018111135,5951,5910,2018-11-11,35,6569
2018111136,NULL,NULL,2018-11-11,36,6900
2018111137,6072,6114,2018-11-11,37,7321
2018111138,NULL,NULL,2018-11-11,38,7249
2018111139,6168,6478,2018-11-11,39,7207
2018111140,NULL,NULL,2018-11-11,40,7072
2018111141,6250,6805,2018-11-11,41,7272
2018111142,NULL,NULL,2018-11-11,42,7651
2018111143,6317,6981,2018-11-11,43,7636
2018111144,NULL,NULL,2018-11-11,44,7722
2018111145,6370,7170,2018-11-11,45,7830
2018111146,NULL,NULL,2018-11-11,46,7919
2018111147,6508,7359,2018-11-11,47,7975
2018111148,NULL,NULL,2018-11-11,48,7860
2018111201,6644,7443,2018-11-12,1,7874
2018111202,NULL,NULL,2018-11-12,2,7745
2018111203,6750,7588,2018-11-12,3,7574
2018111204,NULL,NULL,2018-11-12,4,7666
2018111205,6857,7671,2018-11-12,5,7420
2018111206,NULL,NULL,2018-11-12,6,7185
2018111207,6964,7498,2018-11-12,7,7380
2018111208,NULL,NULL,2018-11-12,8,7514
2018111209,7070,7434,2018-11-12,9,7688
2018111210,NULL,NULL,2018-11-12,10,7865
2018111211,7177,7412,2018-11-12,11,8001
2018111212,NULL,NULL,2018-11-12,12,8298
2018111213,7284,7465,2018-11-12,13,8130
2018111214,NULL,NULL,2018-11-12,14,7935
2018111215,7475,7542,2018-11-12,15,8159
2018111216,NULL,NULL,2018-11-12,16,8425
2018111217,7663,7643,2018-11-12,17,8479
2018111218,NULL,NULL,2018-11-12,18,8563
2018111219,7849,7712,2018-11-12,19,8330
2018111220,NULL,NULL,2018-11-12,20,8292
2018111221,7916,7592,2018-11-12,21,8417
2018111222,NULL,NULL,2018-11-12,22,8486
2018111223,7981,7534,2018-11-12,23,8630
2018111224,NULL,NULL,2018-11-12,24,8869
2018111225,8043,7573,2018-11-12,25,8689
2018111226,NULL,NULL,2018-11-12,26,8921
2018111227,8079,7520,2018-11-12,27,8767
2018111228,NULL,NULL,2018-11-12,28,8827
2018111229,8110,7472,2018-11-12,29,8875
2018111230,NULL,NULL,2018-11-12,30,9034
2018111231,8136,7555,2018-11-12,31,9006
2018111232,NULL,NULL,2018-11-12,32,8844
2018111233,8233,7712,2018-11-12,33,8901
2018111234,NULL,NULL,2018-11-12,34,8833
2018111235,8316,7780,2018-11-12,35,8781
2018111236,NULL,NULL,2018-11-12,36,8728
2018111237,8383,7850,2018-11-12,37,9014
2018111238,NULL,NULL,2018-11-12,38,8753
2018111239,8414,7856,2018-11-12,39,8764
2018111240,NULL,NULL,2018-11-12,40,8630
2018111241,8436,7717,2018-11-12,41,8602
2018111242,NULL,NULL,2018-11-12,42,8490
2018111243,8450,7650,2018-11-12,43,8189
2018111244,NULL,NULL,2018-11-12,44,7930
2018111245,8822,7466,2018-11-12,45,7710
2018111246,NULL,NULL,2018-11-12,46,7727
2018111247,8854,7359,2018-11-12,47,7818
2018111248,NULL,NULL,2018-11-12,48,7809
2018111301,8876,7275,2018-11-13,1,7859
2018111302,NULL,NULL,2018-11-13,2,7811
2018111303,9062,7330,2018-11-13,3,7974
2018111304,NULL,NULL,2018-11-13,4,8051
2018111305,9237,7437,2018-11-13,5,8055
2018111306,NULL,NULL,2018-11-13,6,8054
2018111307,9402,7629,2018-11-13,7,8375
2018111308,NULL,NULL,2018-11-13,8,8545
2018111309,9485,7825,2018-11-13,9,8643
2018111310,NULL,NULL,2018-11-13,10,8668
2018111311,9560,8054,2018-11-13,11,8743
2018111312,NULL,NULL,2018-11-13,12,8988
2018111313,9624,8341,2018-11-13,13,9163
2018111314,NULL,NULL,2018-11-13,14,9316
2018111315,9503,8573,2018-11-13,15,9466
2018111316,NULL,NULL,2018-11-13,16,9186
2018111317,9360,8621,2018-11-13,17,9075
2018111318,NULL,NULL,2018-11-13,18,8964
2018111319,9192,8588,2018-11-13,19,8943
2018111320,NULL,NULL,2018-11-13,20,8877
2018111321,8937,8374,2018-11-13,21,8558
2018111322,NULL,NULL,2018-11-13,22,8216
2018111323,8657,8051,2018-11-13,23,8147
2018111324,NULL,NULL,2018-11-13,24,8226
2018111325,8354,7641,2018-11-13,25,8334
2018111326,NULL,NULL,2018-11-13,26,8116
2018111327,7845,7093,2018-11-13,27,7882
2018111328,NULL,NULL,2018-11-13,28,7429
2018111329,7286,6397,2018-11-13,29,6997
2018111330,NULL,NULL,2018-11-13,30,6897
2018111331,6687,5890,2018-11-13,31,6622
2018111332,NULL,NULL,2018-11-13,32,6394
2018111333,6746,6024,2018-11-13,33,6367
2018111334,NULL,NULL,2018-11-13,34,6427
2018111335,6798,6322,2018-11-13,35,6787
2018111336,NULL,NULL,2018-11-13,36,7349
2018111337,6843,6717,2018-11-13,37,7812
2018111338,NULL,NULL,2018-11-13,38,8208
2018111339,7095,7167,2018-11-13,39,8502
2018111340,NULL,NULL,2018-11-13,40,8539
2018111341,7337,7521,2018-11-13,41,8336
2018111342,NULL,NULL,2018-11-13,42,8754
2018111343,7566,7713,2018-11-13,43,8734
2018111344,NULL,NULL,2018-11-13,44,8698
2018111345,8746,8081,2018-11-13,45,8887
2018111346,NULL,NULL,2018-11-13,46,8988
2018111347,9072,8387,2018-11-13,47,9048
2018111348,NULL,NULL,2018-11-13,48,8954
2018111401,9377,8672,2018-11-14,1,8927
2018111402,NULL,NULL,2018-11-14,2,9001
2018111403,9546,9016,2018-11-14,3,9041
2018111404,NULL,NULL,2018-11-14,4,9250
2018111405,9701,9343,2018-11-14,5,9141
2018111406,NULL,NULL,2018-11-14,6,8997
2018111407,9860,9572,2018-11-14,7,8846
2018111408,NULL,NULL,2018-11-14,8,9374
2018111409,9795,9646,2018-11-14,9,9274
2018111410,NULL,NULL,2018-11-14,10,9264
2018111411,9720,9757,2018-11-14,11,9335
2018111412,NULL,NULL,2018-11-14,12,9596
2018111413,9637,9874,2018-11-14,13,9733
2018111414,NULL,NULL,2018-11-14,14,10148
2018111415,9674,9998,2018-11-14,15,10301
2018111416,NULL,NULL,2018-11-14,16,10439
2018111417,9686,10053,2018-11-14,17,10357
2018111418,NULL,NULL,2018-11-14,18,10126
2018111419,9712,10106,2018-11-14,19,10009
2018111420,NULL,NULL,2018-11-14,20,10025
2018111421,9632,10132,2018-11-14,21,10113
2018111422,NULL,NULL,2018-11-14,22,10249
2018111423,9564,10175,2018-11-14,23,10203
2018111424,NULL,NULL,2018-11-14,24,8739
2018111425,9484,10112,2018-11-14,25,9884
2018111426,NULL,NULL,2018-11-14,26,9674
2018111427,9210,9917,2018-11-14,27,9594
2018111428,NULL,NULL,2018-11-14,28,9576
2018111429,8922,9536,2018-11-14,29,9344
2018111430,NULL,NULL,2018-11-14,30,9199
2018111431,8576,9190,2018-11-14,31,9054
2018111432,NULL,NULL,2018-11-14,32,8969
2018111433,8372,9183,2018-11-14,33,8863
2018111434,NULL,NULL,2018-11-14,34,8929
2018111435,8170,9172,2018-11-14,35,8975
2018111436,NULL,NULL,2018-11-14,36,9294
2018111437,7933,9233,2018-11-14,37,9327
2018111438,NULL,NULL,2018-11-14,38,9378
2018111439,7796,9256,2018-11-14,39,9484
2018111440,NULL,NULL,2018-11-14,40,9054
2018111441,7631,9159,2018-11-14,41,8784
2018111442,NULL,NULL,2018-11-14,42,8551
2018111443,7476,8390,2018-11-14,43,8384
2018111444,NULL,NULL,2018-11-14,44,8057
2018111445,8119,8086,2018-11-14,45,7887
2018111446,NULL,NULL,2018-11-14,46,7710
2018111447,7827,7687,2018-11-14,47,7375
2018111448,NULL,NULL,2018-11-14,48,7384
2018111501,7529,7347,2018-11-15,1,7252
2018111502,NULL,NULL,2018-11-15,2,7034
2018111503,7204,6958,2018-11-15,3,6825
2018111504,NULL,NULL,2018-11-15,4,6542
2018111505,6934,6623,2018-11-15,5,6624
2018111506,NULL,NULL,2018-11-15,6,6423
2018111507,6610,6324,2018-11-15,7,6254
2018111508,NULL,NULL,2018-11-15,8,5953
2018111509,6429,6108,2018-11-15,9,5756
2018111510,NULL,NULL,2018-11-15,10,5596
2018111511,6233,5958,2018-11-15,11,5437
2018111512,NULL,NULL,2018-11-15,12,5153
2018111513,6054,5824,2018-11-15,13,5010
2018111514,NULL,NULL,2018-11-15,14,5121
2018111515,6116,5889,2018-11-15,15,5102
2018111516,NULL,NULL,2018-11-15,16,5093
2018111517,6160,6059,2018-11-15,17,5130
2018111518,NULL,NULL,2018-11-15,18,5358
2018111519,6222,6273,2018-11-15,19,5662
2018111520,NULL,NULL,2018-11-15,20,5900
2018111521,6306,6463,2018-11-15,21,6116
2018111522,NULL,NULL,2018-11-15,22,6362
2018111523,6383,6626,2018-11-15,23,6716
2018111524,NULL,NULL,2018-11-15,24,6747
2018111525,6421,6798,2018-11-15,25,6515
2018111526,NULL,NULL,2018-11-15,26,6499
2018111527,6437,6870,2018-11-15,27,6765
2018111528,NULL,NULL,2018-11-15,28,7068
2018111529,6422,6964,2018-11-15,29,6891
2018111530,NULL,NULL,2018-11-15,30,6958
2018111531,6408,7048,2018-11-15,31,6975
2018111532,NULL,NULL,2018-11-15,32,7335
2018111533,6381,7145,2018-11-15,33,7685
2018111534,NULL,NULL,2018-11-15,34,7782
2018111535,6328,7187,2018-11-15,35,8098
2018111536,NULL,NULL,2018-11-15,36,8056
2018111537,6270,7196,2018-11-15,37,7572
2018111538,NULL,NULL,2018-11-15,38,6868
2018111539,6049,6828,2018-11-15,39,5817
2018111540,NULL,NULL,2018-11-15,40,5208
2018111541,5815,6180,2018-11-15,41,4886
2018111542,NULL,NULL,2018-11-15,42,4881
2018111543,5573,4476,2018-11-15,43,4717
2018111544,NULL,NULL,2018-11-15,44,4381
2018111545,5258,3844,2018-11-15,45,3708
2018111546,NULL,NULL,2018-11-15,46,3286
2018111547,4510,3472,2018-11-15,47,3052
2018111548,NULL,NULL,2018-11-15,48,2868
2018111601,3775,3183,2018-11-16,1,2714
2018111602,NULL,NULL,2018-11-16,2,2434
2018111603,3377,2778,2018-11-16,3,2128
2018111604,NULL,NULL,2018-11-16,4,1838
2018111605,3018,2365,2018-11-16,5,1717
2018111606,NULL,NULL,2018-11-16,6,1705
2018111607,2712,2075,2018-11-16,7,1610
2018111608,NULL,NULL,2018-11-16,8,1644
2018111609,2678,2035,2018-11-16,9,1686
2018111610,NULL,NULL,2018-11-16,10,1775
2018111611,2657,2195,2018-11-16,11,1827
2018111612,NULL,NULL,2018-11-16,12,1905
2018111613,2649,2350,2018-11-16,13,1991
2018111614,NULL,NULL,2018-11-16,14,2129
2018111615,2852,2561,2018-11-16,15,2456
2018111616,NULL,NULL,2018-11-16,16,2628
2018111617,3067,2717,2018-11-16,17,2702
2018111618,NULL,NULL,2018-11-16,18,2671
2018111619,3293,2909,2018-11-16,19,2511
2018111620,NULL,NULL,2018-11-16,20,2512
2018111621,3277,2872,2018-11-16,21,2539
2018111622,NULL,NULL,2018-11-16,22,2636
2018111623,3265,2855,2018-11-16,23,2755
2018111624,NULL,NULL,2018-11-16,24,3065
2018111625,3256,2910,2018-11-16,25,3148
2018111626,NULL,NULL,2018-11-16,26,3310
2018111627,3258,2941,2018-11-16,27,3399
2018111628,NULL,NULL,2018-11-16,28,3410
2018111629,3277,2899,2018-11-16,29,3408
2018111630,NULL,NULL,2018-11-16,30,3393
2018111631,3313,3371,2018-11-16,31,3289
2018111632,NULL,NULL,2018-11-16,32,3279
2018111633,3454,3690,2018-11-16,33,3475
2018111634,NULL,NULL,2018-11-16,34,3423
2018111635,3602,3852,2018-11-16,35,3477
2018111636,NULL,NULL,2018-11-16,36,3495
2018111637,3756,3901,2018-11-16,37,3591
2018111638,NULL,NULL,2018-11-16,38,3548
2018111639,3808,3937,2018-11-16,39,3577
2018111640,NULL,NULL,2018-11-16,40,3603
2018111641,3860,3993,2018-11-16,41,3581
2018111642,NULL,NULL,2018-11-16,42,3572
2018111643,3913,3620,2018-11-16,43,3607
2018111644,NULL,NULL,2018-11-16,44,3642
2018111645,3846,3726,2018-11-16,45,4024
2018111646,NULL,NULL,2018-11-16,46,4194
2018111647,3843,3868,2018-11-16,47,4230
2018111648,NULL,NULL,2018-11-16,48,4141
2018111701,3842,3877,2018-11-17,1,3961
2018111702,NULL,NULL,2018-11-17,2,3919
2018111703,3859,3887,2018-11-17,3,4031
2018111704,NULL,NULL,2018-11-17,4,4112
2018111705,3879,4001,2018-11-17,5,4402
2018111706,NULL,NULL,2018-11-17,6,4499
2018111707,3901,4182,2018-11-17,7,4782
2018111708,NULL,NULL,2018-11-17,8,5024
2018111709,4069,4525,2018-11-17,9,5028
2018111710,NULL,NULL,2018-11-17,10,5133
2018111711,4255,4778,2018-11-17,11,5343
2018111712,NULL,NULL,2018-11-17,12,5450
2018111713,4458,5086,2018-11-17,13,5672
2018111714,NULL,NULL,2018-11-17,14,5880
2018111715,4764,5463,2018-11-17,15,5753
2018111716,NULL,NULL,2018-11-17,16,5598
2018111717,5095,5849,2018-11-17,17,5647
2018111718,NULL,NULL,2018-11-17,18,5703
2018111719,5437,6139,2018-11-17,19,5573
2018111720,NULL,NULL,2018-11-17,20,5568
2018111721,5478,6219,2018-11-17,21,5600
2018111722,NULL,NULL,2018-11-17,22,5496
2018111723,5521,6262,2018-11-17,23,5614
2018111724,NULL,NULL,2018-11-17,24,5726
2018111725,5566,6239,2018-11-17,25,5817
2018111726,NULL,NULL,2018-11-17,26,5847
2018111727,5725,6317,2018-11-17,27,5872
2018111728,NULL,NULL,2018-11-17,28,6088
2018111729,5880,6482,2018-11-17,29,6455
2018111730,NULL,NULL,2018-11-17,30,6918
2018111731,6028,6822,2018-11-17,31,7239
2018111732,NULL,NULL,2018-11-17,32,7656
2018111733,6406,7328,2018-11-17,33,7862
2018111734,NULL,NULL,2018-11-17,34,8231
2018111735,6779,7808,2018-11-17,35,8493
2018111736,NULL,NULL,2018-11-17,36,8588
2018111737,7143,8097,2018-11-17,37,8566
2018111738,NULL,NULL,2018-11-17,38,8550
2018111739,7231,8237,2018-11-17,39,8706
2018111740,NULL,NULL,2018-11-17,40,8891
2018111741,7315,8318,2018-11-17,41,8983
2018111742,NULL,NULL,2018-11-17,42,9302
2018111743,7395,8703,2018-11-17,43,9230
2018111744,NULL,NULL,2018-11-17,44,9197
2018111745,7413,8472,2018-11-17,45,9341
2018111746,NULL,NULL,2018-11-17,46,9150
2018111747,7180,7954,2018-11-17,47,8719
2018111748,NULL,NULL,2018-11-17,48,8322
2018111801,6930,7379,2018-11-18,1,7581
2018111802,NULL,NULL,2018-11-18,2,6763
2018111803,6707,6729,2018-11-18,3,6135
2018111804,NULL,NULL,2018-11-18,4,5796
2018111805,6480,6223,2018-11-18,5,5896
2018111806,NULL,NULL,2018-11-18,6,5782
2018111807,6251,5987,2018-11-18,7,5686
2018111808,NULL,NULL,2018-11-18,8,5710
2018111809,6230,6148,2018-11-18,9,5888
2018111810,NULL,NULL,2018-11-18,10,6274
2018111811,6209,6554,2018-11-18,11,6708
2018111812,NULL,NULL,2018-11-18,12,6655
2018111813,6187,7041,2018-11-18,13,6488
2018111814,NULL,NULL,2018-11-18,14,6509
2018111815,6169,7191,2018-11-18,15,6484
2018111816,NULL,NULL,2018-11-18,16,6383
2018111817,6147,7101,2018-11-18,17,6194
2018111818,NULL,NULL,2018-11-18,18,5771
2018111819,6122,6803,2018-11-18,19,6037
2018111820,NULL,NULL,2018-11-18,20,6116
2018111821,5828,6375,2018-11-18,21,5988
2018111822,NULL,NULL,2018-11-18,22,5619
2018111823,5535,6028,2018-11-18,23,5502
2018111824,NULL,NULL,2018-11-18,24,5367
2018111825,5244,5897,2018-11-18,25,5743
2018111826,NULL,NULL,2018-11-18,26,6076
2018111827,5258,5940,2018-11-18,27,5993
2018111828,NULL,NULL,2018-11-18,28,6012
2018111829,5269,6038,2018-11-18,29,6226
2018111830,NULL,NULL,2018-11-18,30,6441
2018111831,5278,6248,2018-11-18,31,6963
2018111832,NULL,NULL,2018-11-18,32,7210
2018111833,5573,6407,2018-11-18,33,7112
2018111834,NULL,NULL,2018-11-18,34,7088
2018111835,5857,6500,2018-11-18,35,7284
2018111836,NULL,NULL,2018-11-18,36,7361
2018111837,6130,6507,2018-11-18,37,7082
2018111838,NULL,NULL,2018-11-18,38,6927
2018111839,6129,6381,2018-11-18,39,6907
2018111840,NULL,NULL,2018-11-18,40,7004
2018111841,6126,6221,2018-11-18,41,7002
2018111842,NULL,NULL,2018-11-18,42,7056
2018111843,6121,6180,2018-11-18,43,7185
2018111844,NULL,NULL,2018-11-18,44,7304
2018111845,6059,6461,2018-11-18,45,7208
2018111846,NULL,NULL,2018-11-18,46,7152
2018111847,5924,6748,2018-11-18,47,7000
2018111848,NULL,NULL,2018-11-18,48,7103
2018111901,5785,6990,2018-11-19,1,7364
2018111902,NULL,NULL,2018-11-19,2,7470
2018111903,5777,7157,2018-11-19,3,7605
2018111904,NULL,NULL,2018-11-19,4,7521
2018111905,5769,7309,2018-11-19,5,7560
2018111906,NULL,NULL,2018-11-19,6,7530
2018111907,5760,7351,2018-11-19,7,7709
2018111908,NULL,NULL,2018-11-19,8,7575
2018111909,5974,7266,2018-11-19,9,7223
2018111910,NULL,NULL,2018-11-19,10,6928
2018111911,6172,7120,2018-11-19,11,6903
2018111912,NULL,NULL,2018-11-19,12,6783
2018111913,6356,6890,2018-11-19,13,6725
2018111914,NULL,NULL,2018-11-19,14,6871
2018111915,6474,6907,2018-11-19,15,7237
2018111916,NULL,NULL,2018-11-19,16,7681
2018111917,6589,6988,2018-11-19,17,8117
2018111918,NULL,NULL,2018-11-19,18,7996
2018111919,6701,7140,2018-11-19,19,7754
2018111920,NULL,NULL,2018-11-19,20,7437
2018111921,7004,7201,2018-11-19,21,7086
2018111922,NULL,NULL,2018-11-19,22,7376
2018111923,7286,7298,2018-11-19,23,7945
2018111924,NULL,NULL,2018-11-19,24,8338
2018111925,7540,7575,2018-11-19,25,8396
2018111926,NULL,NULL,2018-11-19,26,9040
2018111927,7681,7719,2018-11-19,27,8921
2018111928,NULL,NULL,2018-11-19,28,8369
2018111929,7816,7739,2018-11-19,29,8511
2018111930,NULL,NULL,2018-11-19,30,8712
2018111931,7945,7747,2018-11-19,31,8858
2018111932,NULL,NULL,2018-11-19,32,9079
2018111933,8041,7920,2018-11-19,33,8992
2018111934,NULL,NULL,2018-11-19,34,8875
2018111935,8130,8061,2018-11-19,35,8823
2018111936,NULL,NULL,2018-11-19,36,8838
2018111937,8213,8249,2018-11-19,37,8849
2018111938,NULL,NULL,2018-11-19,38,9078
2018111939,8147,8447,2018-11-19,39,9062
2018111940,NULL,NULL,2018-11-19,40,9107
2018111941,8078,8575,2018-11-19,41,9215
2018111942,NULL,NULL,2018-11-19,42,9542
2018111943,8006,8818,2018-11-19,43,9500
2018111944,NULL,NULL,2018-11-19,44,9585
2018111945,7873,8826,2018-11-19,45,9695
2018111946,NULL,NULL,2018-11-19,46,9505
2018111947,7814,8672,2018-11-19,47,9528
2018111948,NULL,NULL,2018-11-19,48,9421
2018112001,7755,8624,2018-11-20,1,9157
2018112002,NULL,NULL,2018-11-20,2,8872
2018112003,7692,8650,2018-11-20,3,8727
2018112004,NULL,NULL,2018-11-20,4,9067
2018112005,7629,8703,2018-11-20,5,9329
2018112006,NULL,NULL,2018-11-20,6,9256
2018112007,7567,8791,2018-11-20,7,9216
2018112008,NULL,NULL,2018-11-20,8,9125
2018112009,7502,8920,2018-11-20,9,9143
2018112010,NULL,NULL,2018-11-20,10,9206
2018112011,7440,9001,2018-11-20,11,9188
2018112012,NULL,NULL,2018-11-20,12,9237
2018112013,7381,9082,2018-11-20,13,9477
2018112014,NULL,NULL,2018-11-20,14,9723
2018112015,7407,9149,2018-11-20,15,9916
2018112016,NULL,NULL,2018-11-20,16,10017
2018112017,7432,9240,2018-11-20,17,10121
2018112018,NULL,NULL,2018-11-20,18,10136
2018112019,7458,9301,2018-11-20,19,10103
2018112020,NULL,NULL,2018-11-20,20,10130
2018112021,7434,9328,2018-11-20,21,10394
2018112022,NULL,NULL,2018-11-20,22,10453
2018112023,7409,9448,2018-11-20,23,10413
2018112024,NULL,NULL,2018-11-20,24,9711
2018112025,7383,9591,2018-11-20,25,10560
2018112026,NULL,NULL,2018-11-20,26,10576
2018112027,7365,9671,2018-11-20,27,10598
2018112028,NULL,NULL,2018-11-20,28,10678
2018112029,7348,9688,2018-11-20,29,10678
2018112030,NULL,NULL,2018-11-20,30,10616
2018112031,7334,9744,2018-11-20,31,10419
2018112032,NULL,NULL,2018-11-20,32,10287
2018112033,7390,9722,2018-11-20,33,10395
2018112034,NULL,NULL,2018-11-20,34,10408
2018112035,7446,9733,2018-11-20,35,10610
2018112036,NULL,NULL,2018-11-20,36,10633
2018112037,7503,9638,2018-11-20,37,10370
2018112038,NULL,NULL,2018-11-20,38,10024
2018112039,7436,9524,2018-11-20,39,9588
2018112040,NULL,NULL,2018-11-20,40,9182
2018112041,7365,9276,2018-11-20,41,8888
2018112042,NULL,NULL,2018-11-20,42,8650
2018112043,7290,9023,2018-11-20,43,8511
2018112044,NULL,NULL,2018-11-20,44,8256
2018112045,9886,8659,2018-11-20,45,7771
2018112046,NULL,NULL,2018-11-20,46,7504
2018112047,9872,8419,2018-11-20,47,7780
2018112048,NULL,NULL,2018-11-20,48,8082
2018112101,9849,8249,2018-11-21,1,8123
2018112102,NULL,NULL,2018-11-21,2,8186
2018112103,9899,8530,2018-11-21,3,8483
2018112104,NULL,NULL,2018-11-21,4,8629
2018112105,9941,8868,2018-11-21,5,9046
2018112106,NULL,NULL,2018-11-21,6,9205
2018112107,9974,9084,2018-11-21,7,9103
2018112108,NULL,NULL,2018-11-21,8,9175
2018112109,9986,9328,2018-11-21,9,9287
2018112110,NULL,NULL,2018-11-21,10,9318
2018112111,9955,9439,2018-11-21,11,9078
2018112112,NULL,NULL,2018-11-21,12,9405
2018112113,9938,9409,2018-11-21,13,9392
2018112114,NULL,NULL,2018-11-21,14,9550
2018112115,9836,9368,2018-11-21,15,9673
2018112116,NULL,NULL,2018-11-21,16,9603
2018112117,9726,9239,2018-11-21,17,9530
2018112118,NULL,NULL,2018-11-21,18,9203
2018112119,9606,8931,2018-11-21,19,9089
2018112120,NULL,NULL,2018-11-21,20,8773
2018112121,9354,8589,2018-11-21,21,8561
2018112122,NULL,NULL,2018-11-21,22,8374
2018112123,9078,8278,2018-11-21,23,8272
2018112124,NULL,NULL,2018-11-21,24,8130
2018112125,8782,7898,2018-11-21,25,8044
2018112126,NULL,NULL,2018-11-21,26,7979
2018112127,8510,7662,2018-11-21,27,7856
2018112128,NULL,NULL,2018-11-21,28,7782
2018112129,8216,7493,2018-11-21,29,7741
2018112130,NULL,NULL,2018-11-21,30,7736
2018112131,7932,7378,2018-11-21,31,7902
2018112132,NULL,NULL,2018-11-21,32,7699
2018112133,7846,7333,2018-11-21,33,7536
2018112134,NULL,NULL,2018-11-21,34,7460
2018112135,7757,7202,2018-11-21,35,7335
2018112136,NULL,NULL,2018-11-21,36,7135
2018112137,7666,7126,2018-11-21,37,6837
2018112138,NULL,NULL,2018-11-21,38,6660
2018112139,7334,6798,2018-11-21,39,6482
2018112140,NULL,NULL,2018-11-21,40,6313
2018112141,6989,6493,2018-11-21,41,6298
2018112142,NULL,NULL,2018-11-21,42,5848
2018112143,6635,5410,2018-11-21,43,5484
2018112144,NULL,NULL,2018-11-21,44,5353
2018112145,5729,4891,2018-11-21,45,5134
2018112146,NULL,NULL,2018-11-21,46,4860
2018112147,5220,4434,2018-11-21,47,4383
2018112148,NULL,NULL,2018-11-21,48,3879
2018112201,4681,3976,2018-11-22,1,3486
2018112202,NULL,NULL,2018-11-22,2,3417
2018112203,4496,3681,2018-11-22,3,3528
2018112204,NULL,NULL,2018-11-22,4,3488
2018112205,4328,3373,2018-11-22,5,3359
2018112206,NULL,NULL,2018-11-22,6,3399
2018112207,4182,3105,2018-11-22,7,3418
2018112208,NULL,NULL,2018-11-22,8,3367
2018112209,4114,3100,2018-11-22,9,3283
2018112210,NULL,NULL,2018-11-22,10,3233
2018112211,4050,3139,2018-11-22,11,3318
2018112212,NULL,NULL,2018-11-22,12,3433
2018112213,3991,3150,2018-11-22,13,3477
2018112214,NULL,NULL,2018-11-22,14,3484
2018112215,4003,2894,2018-11-22,15,3456
2018112216,NULL,NULL,2018-11-22,16,3480
2018112217,4016,2705,2018-11-22,17,3285
2018112218,NULL,NULL,2018-11-22,18,3082
2018112219,4030,2518,2018-11-22,19,2937
2018112220,NULL,NULL,2018-11-22,20,2849
